corpus,musica,0,1,2,3,4,5,6,7,8,9,10,11
JAZZ,23,19,0,0,0,5,0,7,0,5,0,0,0
JAZZ,24,56,0,0,0,0,0,39,0,0,0,0,0
JAZZ,25,26,0,0,0,0,0,34,0,0,0,0,0
JAZZ,26,17,0,0,0,0,0,7,0,0,0,0,0
JAZZ,27,28,0,0,0,9,0,22,0,10,7,0,0
JAZZ,28,28,0,0,0,0,0,35,0,0,0,0,0
JAZZ,29,43,0,0,0,0,0,4,0,0,0,0,0
JAZZ,30,48,0,0,0,0,0,40,0,0,7,0,0
JAZZ,31,52,0,0,0,2,0,14,0,2,0,0,0
JAZZ,32,59,0,0,0,3,0,36,0,3,0,0,0
JAZZ,33,36,0,0,0,0,0,34,0,0,0,0,0
JAZZ,34,37,0,0,0,0,0,1,0,0,0,0,0
JAZZ,35,59,0,0,0,4,0,24,0,4,0,0,0
JAZZ,36,38,0,0,0,4,0,26,0,8,0,0,0
JAZZ,37,63,0,0,6,2,0,44,0,2,14,0,0
JAZZ,38,55,0,0,0,0,0,11,0,0,0,0,0
JAZZ,39,49,0,0,0,16,0,31,0,16,0,0,0
JAZZ,40,62,0,0,0,0,0,24,0,0,18,0,0
JAZZ,41,77,0,0,0,0,0,13,0,0,0,0,0
JAZZ,42,85,0,0,0,17,0,82,0,17,0,0,0
JAZZ,43,21,0,0,0,0,0,31,0,0,1,0,0
JAZZ,44,29,0,0,0,6,0,28,0,6,0,0,0
JAZZ,45,64,0,0,0,6,0,25,0,6,0,0,0
JAZZ,46,28,0,0,0,0,0,44,0,0,0,0,0
JAZZ,47,18,0,0,0,4,0,26,0,4,0,0,0
JAZZ,48,57,0,0,0,0,0,28,0,0,0,0,0
JAZZ,49,56,0,0,0,5,0,47,0,5,0,0,0
JOBIM,01,93,0,0,1,26,0,49,0,26,0,0,0
JOBIM,02,30,0,0,37,0,0,20,0,0,40,0,0
JOBIM,03,30,0,0,27,0,0,27,0,0,30,0,0
JOBIM,04,47,0,0,0,5,0,38,0,5,0,0,0
JOBIM,05,66,0,0,22,10,0,14,0,15,33,0,0
JOBIM,06,25,0,0,30,2,0,24,0,2,41,0,0
JOBIM,07,19,0,0,26,0,0,16,0,0,32,0,0
JOBIM,08,81,0,0,0,0,0,46,0,0,2,0,0
JOBIM,09,58,0,0,6,26,0,10,0,26,9,0,0
JOBIM,10,46,0,0,1,7,0,32,0,6,1,0,0
JOBIM,11,21,0,0,66,0,0,26,0,0,103,0,0
JOBIM,12,39,0,0,17,13,0,5,0,13,26,0,0
JOBIM,13,75,0,0,0,59,0,7,0,59,2,0,0
JOBIM,14,48,0,0,0,4,0,36,0,4,0,0,0
JOBIM,15,22,0,0,86,0,0,12,0,0,96,0,0
JOBIM,16,54,0,0,0,26,0,8,0,26,0,0,0
JOBIM,17,14,0,0,36,0,0,25,0,0,50,0,0
JOBIM,18,41,0,0,0,31,0,5,0,33,0,0,0
JOBIM,19,25,0,0,17,8,0,32,0,8,37,0,0
JOBIM,20,46,0,0,23,0,0,23,0,0,46,0,0
JOBIM,21,18,0,0,15,2,0,17,0,2,29,0,0
JOBIM,22,56,0,0,0,30,0,24,0,30,0,0,0
JOBIM,23,17,0,0,27,0,0,25,0,0,36,0,0
JOBIM,24,42,0,0,22,0,0,31,0,0,35,0,0
JOBIM,25,44,0,0,9,13,0,20,0,12,15,0,0
JOBIM,26,44,0,0,16,12,0,27,0,12,40,0,0
JOBIM,27,95,0,0,39,35,0,2,0,35,39,0,0
JOBIM,28,83,0,0,72,0,0,70,0,0,73,0,0
JOBIM,29,53,0,0,1,13,0,24,0,13,1,0,0
JOBIM,30,9,0,0,18,0,0,4,0,0,23,0,0
JOBIM,31,29,0,0,0,21,0,9,0,25,0,0,0
JOBIM,32,37,0,0,40,0,0,29,0,0,41,0,0
JOBIM,33,100,0,0,4,0,0,95,0,0,4,0,0
JOBIM,34,16,0,0,14,8,0,6,0,8,8,0,0
JOBIM,35,3,0,0,22,0,0,10,0,0,23,0,0
JOBIM,36,50,0,0,0,2,0,38,0,2,0,0,0
JOBIM,37,26,0,0,9,22,0,2,0,22,13,0,0
JOBIM,38,28,0,0,17,13,0,21,0,13,39,0,0
JOBIM,39,39,0,0,38,6,0,20,0,6,40,0,0
JOBIM,40,27,0,0,42,0,0,27,0,0,68,0,0
JOBIM,41,27,0,0,30,0,0,17,0,0,35,0,0
JOBIM,42,33,0,0,0,25,0,1,0,25,0,0,0
JOBIM,43,22,0,0,26,0,0,9,0,0,51,0,0
JOBIM,44,44,0,0,41,0,0,17,0,0,60,0,0
JOBIM,45,39,0,0,0,25,0,8,0,25,2,0,0
JOBIM,46,38,0,0,43,1,0,31,0,1,52,0,0
JOBIM,47,10,0,0,24,0,0,14,0,0,37,0,0
JOBIM,48,20,0,0,24,1,0,27,0,1,31,0,0
JOBIM,49,19,0,0,30,1,0,30,0,1,44,0,0
LINS,01,74,0,0,0,35,0,20,0,29,0,0,0
LINS,02,32,0,0,6,4,0,45,0,4,23,0,0
LINS,03,25,0,0,0,18,0,14,0,20,14,0,0
LINS,04,70,0,0,0,8,0,51,0,7,0,0,0
LINS,05,55,0,0,5,11,0,25,0,11,8,0,0
LINS,06,45,0,0,0,2,0,40,0,2,0,0,0
LINS,07,28,0,0,25,1,0,63,0,1,43,0,0
LINS,08,70,0,0,0,25,0,27,0,25,0,0,0
LINS,09,54,0,0,0,23,0,5,0,23,0,0,0
LINS,10,72,0,0,0,2,0,48,0,2,36,0,0
LINS,11,54,0,0,0,33,0,2,0,38,0,0,0
LINS,12,76,0,0,0,28,0,13,0,27,0,0,0
LINS,13,34,0,0,0,17,0,14,0,18,0,0,0
LINS,14,40,0,0,0,7,0,37,0,7,0,0,0
LINS,15,74,0,0,10,41,0,11,0,47,12,0,0
LINS,16,30,0,0,2,6,0,22,0,6,6,0,0
LINS,17,48,0,0,3,21,0,35,0,21,14,0,0
LINS,18,14,0,0,50,0,0,3,0,0,60,0,0
LINS,19,40,0,0,0,13,0,12,0,13,1,0,0
LINS,20,44,0,0,0,27,0,3,0,27,0,0,0
LINS,21,16,0,0,8,15,0,8,0,15,8,0,0
LINS,22,32,0,0,0,0,0,27,0,0,0,0,0
LINS,23,32,0,0,0,16,0,9,0,23,3,0,0
LINS,24,46,0,0,0,10,0,36,0,10,0,0,0
LINS,25,70,0,0,0,20,0,38,0,20,0,0,0
LINS,26,17,0,0,41,0,0,6,0,0,48,0,0
LINS,27,27,0,0,51,0,0,43,0,0,46,0,0
LINS,28,28,0,0,0,0,0,34,0,0,1,0,0
LINS,29,91,0,0,0,25,0,54,0,25,0,0,0
LINS,30,31,0,0,26,0,0,20,0,0,34,0,0
LINS,31,36,0,0,0,7,0,62,0,7,0,0,0
LINS,32,52,0,0,13,16,0,32,0,16,23,0,0
LINS,33,30,0,0,13,27,0,16,0,31,21,0,0
LINS,34,39,0,0,34,0,0,28,0,0,46,0,0
LINS,35,56,0,0,0,50,0,14,0,47,0,0,0
LINS,36,58,0,0,0,24,0,18,0,24,0,0,0
LINS,37,56,0,0,0,6,0,54,0,6,0,0,0
LINS,38,19,0,0,9,1,0,12,0,1,21,0,0
LINS,39,93,0,0,0,0,0,76,0,0,0,0,0
LINS,40,59,0,0,0,35,0,4,0,33,0,0,0
LINS,41,41,0,0,0,28,0,0,0,28,0,0,0
LINS,42,50,0,0,0,8,0,53,0,8,3,0,0
LINS,43,13,0,0,8,8,0,23,0,8,22,0,0
LINS,44,43,0,0,0,18,0,12,0,18,0,0,0
LINS,45,31,0,0,0,15,0,35,0,16,0,0,0
LINS,46,14,0,0,13,0,0,2,0,0,12,0,0
LINS,47,59,0,0,56,0,0,60,0,0,68,0,0
LINS,48,52,0,0,0,0,0,16,0,0,0,0,0
LINS,49,36,0,0,20,0,0,88,0,0,24,0,0
LOBO,01,47,0,0,6,1,0,45,0,2,8,0,0
LOBO,02,45,0,0,0,0,0,14,0,0,0,0,0
LOBO,03,42,0,0,0,0,0,8,0,0,20,0,0
LOBO,04,27,0,0,15,13,0,20,0,13,17,0,0
LOBO,05,33,0,0,0,14,0,12,0,14,1,0,0
LOBO,06,24,0,0,0,17,0,1,0,17,3,0,0
LOBO,07,31,0,0,7,13,0,2,0,13,13,0,0
LOBO,08,22,0,0,27,0,0,3,0,0,27,0,0
LOBO,09,82,0,0,0,0,0,42,0,0,0,0,0
LOBO,10,49,0,0,12,0,0,16,0,0,38,0,0
LOBO,11,48,0,0,0,19,0,21,0,19,0,0,0
LOBO,12,32,0,0,11,20,0,3,0,20,24,0,0
LOBO,13,16,0,0,10,0,0,18,0,0,11,0,0
LOBO,14,25,0,0,13,0,0,14,0,0,28,0,0
LOBO,15,40,0,0,0,1,0,20,0,1,0,0,0
LOBO,16,39,0,0,5,15,0,12,0,15,15,0,0
LOBO,17,29,0,0,23,1,0,19,0,1,40,0,0
LOBO,18,47,0,0,38,0,0,38,0,0,40,0,0
LOBO,19,41,0,0,18,10,0,30,0,10,25,0,0
LOBO,20,84,0,0,0,23,0,42,0,23,0,0,0
LOBO,21,22,0,0,29,4,0,38,0,4,33,0,0
LOBO,22,38,0,0,36,0,0,35,0,0,39,0,0
LOBO,23,44,0,0,0,24,0,16,0,24,0,0,0
LOBO,24,30,0,0,5,12,0,19,0,12,17,0,0
LOBO,25,39,0,0,0,27,0,3,0,27,13,0,0
LOBO,26,92,0,0,15,2,0,139,0,2,16,0,0
LOBO,27,67,0,0,1,0,0,69,0,0,4,0,0
LOBO,28,59,0,0,0,0,0,56,0,0,0,0,0
LOBO,29,30,0,0,13,5,0,30,0,5,34,0,0
LOBO,30,66,0,0,0,0,0,19,0,0,0,0,0
LOBO,31,63,0,0,0,0,0,1,0,0,0,0,0
LOBO,32,65,0,2,46,2,0,48,0,2,60,2,0
LOBO,33,45,0,0,28,0,0,40,0,0,38,0,0
LOBO,34,41,0,0,0,0,0,36,0,0,0,0,0
LOBO,35,43,0,0,15,0,0,29,0,0,10,0,0
LOBO,36,39,0,0,0,4,0,25,0,4,1,0,0
LOBO,37,49,0,0,0,0,0,63,0,0,0,0,0
LOBO,38,48,0,0,27,1,0,27,0,1,32,0,0
LOBO,39,26,0,0,44,2,0,9,0,2,56,0,0
LOBO,40,35,0,0,0,0,0,15,0,0,0,0,0
LOBO,41,48,0,0,14,14,0,26,0,14,22,0,0
LOBO,42,40,0,0,0,0,0,61,0,0,0,0,0
LOBO,43,63,0,0,0,0,0,57,0,0,0,0,0
LOBO,44,45,0,0,17,0,0,41,0,0,19,0,0
LOBO,45,60,0,0,0,24,0,35,0,24,2,0,0
LOBO,46,22,0,0,0,1,0,20,0,1,0,0,0
LOBO,47,67,0,0,0,4,0,27,0,4,0,0,0
LOBO,48,32,0,0,14,0,0,25,0,0,26,0,0
LOBO,49,28,0,0,23,0,0,24,0,0,31,0,0
MILTON,01,22,0,0,0,4,0,21,0,4,0,0,0
MILTON,02,120,0,0,0,3,0,95,0,3,0,0,0
MILTON,03,25,0,0,0,24,0,5,0,22,0,0,0
MILTON,04,25,0,0,0,9,0,24,0,6,2,0,0
MILTON,05,79,0,0,0,0,0,53,0,0,0,0,0
MILTON,06,24,0,0,26,0,0,13,0,0,35,0,0
MILTON,07,39,0,0,7,0,0,38,0,0,9,0,0
MILTON,08,22,0,0,9,0,0,16,0,0,15,0,0
MILTON,09,59,0,0,11,0,0,34,0,0,23,0,0
MILTON,10,44,0,0,0,5,0,33,0,3,1,0,0
MILTON,11,35,0,0,0,8,0,26,0,7,0,0,0
MILTON,12,63,0,0,13,8,0,46,0,7,6,0,0
MILTON,13,56,0,0,0,6,0,41,0,6,0,0,0
MILTON,14,34,0,0,0,0,0,51,0,0,2,0,0
MILTON,15,23,0,0,22,0,0,23,0,0,27,0,0
MILTON,16,98,0,0,0,0,0,36,0,0,0,0,0
MILTON,17,55,0,0,0,38,0,22,0,25,0,0,0
MILTON,18,30,0,0,0,0,0,55,0,0,0,0,0
MILTON,19,28,0,0,0,4,0,36,0,1,0,0,0
MILTON,20,50,0,0,1,3,0,47,0,3,1,0,0
MILTON,21,38,0,0,0,39,0,12,0,30,0,0,0
MILTON,22,73,0,0,16,0,0,36,0,0,36,0,0
MILTON,23,55,0,0,0,20,0,0,0,42,0,0,0
MILTON,24,43,0,0,0,5,0,60,0,3,0,0,0
MILTON,25,51,0,0,0,9,0,40,0,10,0,0,0
MILTON,26,75,0,0,0,0,0,42,0,0,0,0,0
MILTON,27,57,0,0,0,0,0,45,0,0,5,0,0
MILTON,28,38,0,0,2,10,0,30,0,12,2,0,0
MILTON,29,41,0,0,0,0,0,24,0,0,0,0,0
MILTON,30,49,0,0,2,2,0,58,0,2,0,0,0
MILTON,31,33,0,0,0,7,0,29,0,8,2,0,0
MILTON,32,48,0,0,0,0,0,20,0,2,0,0,0
MILTON,33,41,0,0,0,1,0,38,0,1,0,0,0
MILTON,34,48,0,0,0,6,0,14,0,6,0,0,0
MILTON,35,30,0,0,0,8,0,20,0,8,0,0,0
MILTON,36,82,0,0,1,4,0,45,0,6,1,3,0
MILTON,37,42,0,0,8,5,0,27,0,5,10,0,0
MILTON,38,34,0,0,20,0,0,8,0,0,28,0,0
MILTON,39,30,0,0,0,0,0,24,0,0,0,0,0
MILTON,40,35,0,0,5,0,0,25,0,0,1,0,0
MILTON,41,42,0,0,2,34,0,14,0,37,2,0,0
MILTON,42,43,0,0,1,25,0,43,0,21,1,0,0
MILTON,43,23,0,0,2,0,0,29,0,0,0,0,0
MILTON,44,62,0,0,16,6,0,37,0,7,18,0,0
MILTON,45,65,0,0,0,0,0,50,0,0,0,0,0
MILTON,46,35,0,0,2,0,0,31,0,0,0,0,0
MILTON,47,38,0,0,4,4,0,22,0,4,8,0,0
MILTON,48,47,0,0,0,0,0,17,0,0,0,0,0
MILTON,49,20,0,0,1,0,0,57,0,0,0,0,0
RITA,01,34,0,0,11,0,0,16,0,0,14,0,0
RITA,02,32,0,0,1,0,0,41,0,0,1,0,0
RITA,03,44,0,0,0,1,0,45,0,1,0,0,0
RITA,04,50,0,0,0,2,0,52,0,2,3,0,0
RITA,05,57,0,0,0,0,0,59,0,0,0,0,0
RITA,06,49,0,0,0,0,0,50,0,0,0,0,0
RITA,07,42,0,0,0,0,0,54,0,0,0,0,0
RITA,08,32,0,0,0,0,0,47,0,0,0,0,0
RITA,09,26,0,0,15,0,0,32,0,0,27,0,0
RITA,10,25,0,0,11,1,0,42,0,1,15,0,0
RITA,11,49,0,0,0,7,0,57,0,7,0,0,0
RITA,12,50,0,0,0,1,0,58,0,1,0,0,0
RITA,13,41,0,0,0,1,0,59,0,1,0,0,0
RITA,14,32,0,0,0,0,0,38,0,0,0,0,0
RITA,15,47,0,0,2,0,0,70,0,0,1,0,0
RITA,16,43,0,0,0,0,0,57,0,0,0,0,0
RITA,17,29,0,0,0,0,0,47,0,0,0,0,0
RITA,18,65,0,0,0,2,0,62,0,2,0,0,0
RITA,19,27,0,0,0,2,0,40,0,2,0,0,0
RITA,20,54,0,0,2,2,0,42,0,2,0,0,0
RITA,21,34,0,0,0,0,0,48,0,0,0,0,0
RITA,22,65,0,0,0,1,0,72,0,1,0,0,0
RITA,23,31,0,0,3,0,0,43,0,0,0,0,0
RITA,24,18,0,0,25,0,0,24,0,0,25,0,0
RITA,25,54,0,0,0,5,0,25,0,5,0,0,0
RITA,26,44,0,0,0,0,0,45,0,0,0,0,0
RITA,27,41,0,0,0,1,0,44,0,1,0,0,0
RITA,28,27,0,0,0,4,0,22,0,4,0,0,0
RITA,29,44,0,0,0,0,0,47,0,0,0,0,0
RITA,30,16,0,0,21,0,0,5,0,0,24,0,0
RITA,31,46,0,0,1,5,0,38,0,5,0,0,0
RITA,32,41,0,0,0,0,0,57,0,0,0,0,0
RITA,33,37,0,0,0,0,0,24,0,0,0,0,0
RITA,34,51,0,0,0,0,0,49,0,0,0,0,0
RITA,35,43,0,0,0,0,0,48,0,0,0,0,0
RITA,36,39,0,0,1,0,0,50,0,0,0,0,0
RITA,37,45,0,0,1,0,0,63,0,0,0,0,0
RITA,38,41,0,0,0,0,0,52,0,0,0,0,0
RITA,39,33,0,0,0,0,0,55,0,0,0,0,0
RITA,40,32,0,0,18,7,0,24,0,7,21,0,0
RITA,41,41,0,0,0,1,0,35,0,1,0,0,0
RITA,42,48,0,0,0,0,0,44,0,0,0,0,0
RITA,43,38,0,0,0,0,0,50,0,0,0,0,0
RITA,44,43,0,0,0,1,0,63,0,1,3,0,0
RITA,45,50,0,0,0,0,0,77,0,0,0,0,0
RITA,46,48,0,0,7,6,0,35,0,6,20,0,0
RITA,47,75,0,0,1,4,0,58,0,4,0,0,0
RITA,48,34,0,0,0,0,0,37,0,0,0,0,0
RITA,49,45,0,0,0,1,0,51,0,1,0,0,0
SAMBA,01,28,0,0,46,8,0,12,0,8,51,0,0
SAMBA,02,32,0,0,27,0,0,21,0,0,38,0,0
SAMBA,03,23,0,0,88,0,0,27,0,0,99,0,0
SAMBA,04,22,0,0,51,0,0,7,0,0,58,0,0
SAMBA,05,30,0,0,35,0,0,22,0,0,53,0,0
SAMBA,06,51,0,0,35,0,0,16,0,0,51,0,0
SAMBA,07,31,0,0,61,0,0,14,0,0,76,0,0
SAMBA,08,43,0,0,74,0,0,6,0,0,86,0,0
SAMBA,09,30,0,0,53,0,0,8,0,0,49,0,0
SAMBA,10,43,0,0,8,0,0,25,0,0,18,0,0
SAMBA,11,25,0,0,32,0,0,10,0,0,46,0,0
SAMBA,12,24,0,0,67,0,0,17,0,0,54,0,0
SAMBA,13,63,0,0,39,0,0,46,0,0,46,0,0
SAMBA,14,63,0,0,49,0,0,48,0,0,63,0,0
SAMBA,15,61,0,0,15,0,0,20,0,0,54,0,0
SAMBA,16,98,0,0,26,0,0,50,0,0,56,0,0
SAMBA,17,52,0,0,50,0,0,30,0,0,69,0,0
SAMBA,18,32,0,0,24,0,0,32,0,0,20,0,0
SAMBA,19,38,0,0,34,0,0,18,0,0,48,0,0
SAMBA,20,42,0,0,78,0,0,21,0,0,77,0,0
SAMBA,21,36,0,0,64,0,0,11,0,0,78,0,0
SAMBA,22,76,0,0,65,0,0,40,0,0,91,0,0
SAMBA,23,62,0,0,33,0,0,28,0,0,41,0,0
SAMBA,24,19,0,0,21,0,0,5,0,0,24,0,0
SAMBA,25,26,0,0,34,0,0,23,0,0,44,0,0
SAMBA,26,38,0,0,14,0,0,32,0,0,14,0,0
SAMBA,27,47,0,0,63,0,0,44,0,0,90,0,0
SAMBA,28,44,0,0,84,0,0,37,0,0,91,0,0
SAMBA,29,44,0,0,19,0,0,23,0,0,41,0,0
SAMBA,30,52,0,0,91,0,0,28,0,0,108,0,0
SAMBA,31,27,0,0,102,0,0,21,0,0,126,0,0
SAMBA,32,38,0,0,107,0,0,21,0,0,132,0,0
SAMBA,33,36,0,0,69,2,0,28,0,2,78,0,0
SAMBA,34,44,0,0,68,0,0,22,0,0,81,0,0
SAMBA,35,27,0,0,54,0,0,24,0,0,79,0,0
SAMBA,36,69,0,0,63,4,0,30,0,4,81,0,0
SAMBA,37,65,0,0,35,10,0,37,0,10,46,0,0
SAMBA,38,56,0,0,0,0,0,39,0,0,0,0,0
SAMBA,39,62,0,0,26,10,0,37,0,10,31,0,0
SAMBA,40,22,0,0,52,3,0,3,0,3,51,0,0
SAMBA,41,42,0,0,38,0,0,2,0,0,42,0,0
SAMBA,42,23,0,0,57,0,0,7,0,0,50,0,0
SAMBA,43,34,0,0,33,0,0,25,0,0,44,0,0
SAMBA,44,28,0,0,24,12,0,5,0,12,28,0,0
SAMBA,45,12,0,0,40,0,0,0,0,0,50,0,0
SAMBA,46,55,0,0,46,4,0,0,0,4,52,0,0
SAMBA,47,46,0,0,69,1,0,15,0,1,76,0,0
SAMBA,48,26,0,0,20,0,0,16,0,0,22,0,0
SAMBA,49,40,0,0,41,2,0,32,0,2,41,0,0
